date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,vehicle_category_logo
2021-08-01,Haryana,4-Wheelers,3,16027,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Jharkhand,4-Wheelers,3,5113,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Karnataka,4-Wheelers,137,21975,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Kerala,4-Wheelers,183,22813,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Madhya Pradesh,4-Wheelers,26,12758,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Maharashtra,4-Wheelers,197,35127,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Odisha,4-Wheelers,4,5453,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Punjab,4-Wheelers,4,9209,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Rajasthan,4-Wheelers,53,11454,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Tamil Nadu,4-Wheelers,88,20865,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Uttar Pradesh,4-Wheelers,3,24012,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,Uttarakhand,4-Wheelers,6,3760,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-08-01,West Bengal,4-Wheelers,28,9198,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Andhra Pradesh,4-Wheelers,39,7952,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Bihar,4-Wheelers,4,4339,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Chandigarh,4-Wheelers,20,1607,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Chhattisgarh,4-Wheelers,12,3650,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Delhi,4-Wheelers,265,9181,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Goa,4-Wheelers,34,1277,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Gujarat,4-Wheelers,131,24797,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Haryana,4-Wheelers,7,14879,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Jharkhand,4-Wheelers,12,3892,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Karnataka,4-Wheelers,227,21407,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Kerala,4-Wheelers,164,22063,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Madhya Pradesh,4-Wheelers,23,11756,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Maharashtra,4-Wheelers,148,27900,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Odisha,4-Wheelers,2,4865,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Puducherry,4-Wheelers,2,640,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Punjab,4-Wheelers,3,7521,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Rajasthan,4-Wheelers,69,11035,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Tamil Nadu,4-Wheelers,107,18823,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Uttar Pradesh,4-Wheelers,4,23510,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,Uttarakhand,4-Wheelers,10,3171,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-09-01,West Bengal,4-Wheelers,34,9437,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Andhra Pradesh,4-Wheelers,37,7366,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Bihar,4-Wheelers,7,5838,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Chandigarh,4-Wheelers,12,1816,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Chhattisgarh,4-Wheelers,11,5255,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Delhi,4-Wheelers,253,12876,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Goa,4-Wheelers,28,1165,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Gujarat,4-Wheelers,104,23184,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Haryana,4-Wheelers,8,11634,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Jammu and Kashmir,4-Wheelers,2,4205,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Jharkhand,4-Wheelers,5,4806,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Karnataka,4-Wheelers,163,18505,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Kerala,4-Wheelers,158,14562,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Madhya Pradesh,4-Wheelers,20,9554,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Maharashtra,4-Wheelers,298,33771,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Odisha,4-Wheelers,2,5830,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Punjab,4-Wheelers,5,8523,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Rajasthan,4-Wheelers,86,12823,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Tamil Nadu,4-Wheelers,119,14796,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Uttar Pradesh,4-Wheelers,10,23095,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,Uttarakhand,4-Wheelers,13,3523,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-10-01,West Bengal,4-Wheelers,33,7120,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Andhra Pradesh,4-Wheelers,34,7374,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Bihar,4-Wheelers,11,6992,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Chandigarh,4-Wheelers,16,1919,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Chhattisgarh,4-Wheelers,14,4824,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Delhi,4-Wheelers,185,11782,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Goa,4-Wheelers,20,1293,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Gujarat,4-Wheelers,121,22396,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Haryana,4-Wheelers,13,16035,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Jharkhand,4-Wheelers,8,5320,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Karnataka,4-Wheelers,153,17247,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Kerala,4-Wheelers,214,15244,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Madhya Pradesh,4-Wheelers,31,12871,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Maharashtra,4-Wheelers,515,28322,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Odisha,4-Wheelers,18,5095,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Punjab,4-Wheelers,3,9015,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Rajasthan,4-Wheelers,79,16115,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Tamil Nadu,4-Wheelers,108,15533,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Uttar Pradesh,4-Wheelers,10,29608,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,Uttarakhand,4-Wheelers,12,3954,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-11-01,West Bengal,4-Wheelers,59,8836,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Andhra Pradesh,4-Wheelers,31,6314,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Assam,4-Wheelers,3,6737,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Bihar,4-Wheelers,7,5031,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Chandigarh,4-Wheelers,12,1985,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Chhattisgarh,4-Wheelers,5,3651,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Delhi,4-Wheelers,277,12633,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Goa,4-Wheelers,19,1306,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Gujarat,4-Wheelers,163,24277,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Haryana,4-Wheelers,11,16015,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Jharkhand,4-Wheelers,3,4258,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Karnataka,4-Wheelers,153,16243,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Kerala,4-Wheelers,186,16994,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Madhya Pradesh,4-Wheelers,30,11820,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Maharashtra,4-Wheelers,1392,29346,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Odisha,4-Wheelers,20,4634,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Puducherry,4-Wheelers,2,608,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Punjab,4-Wheelers,6,10624,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Rajasthan,4-Wheelers,73,12739,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Tamil Nadu,4-Wheelers,121,17001,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Uttar Pradesh,4-Wheelers,21,33774,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,Uttarakhand,4-Wheelers,38,4270,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2021-12-01,West Bengal,4-Wheelers,39,8452,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Andhra Pradesh,4-Wheelers,29,8418,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Bihar,4-Wheelers,10,5538,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Chandigarh,4-Wheelers,7,1519,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Chhattisgarh,4-Wheelers,11,4667,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Delhi,4-Wheelers,282,13659,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Goa,4-Wheelers,26,1185,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Gujarat,4-Wheelers,97,21963,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Haryana,4-Wheelers,26,17633,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Himachal Pradesh,4-Wheelers,3,3090,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Jharkhand,4-Wheelers,5,4345,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Karnataka,4-Wheelers,209,21967,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Kerala,4-Wheelers,212,17441,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Madhya Pradesh,4-Wheelers,25,11325,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Maharashtra,4-Wheelers,263,35772,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Odisha,4-Wheelers,27,5876,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Punjab,4-Wheelers,7,9792,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Rajasthan,4-Wheelers,92,13658,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Tamil Nadu,4-Wheelers,121,20494,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Uttar Pradesh,4-Wheelers,14,32561,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,Uttarakhand,4-Wheelers,30,4241,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-01-01,West Bengal,4-Wheelers,54,7968,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Andhra Pradesh,4-Wheelers,43,6361,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Assam,4-Wheelers,3,6152,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Bihar,4-Wheelers,8,5658,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Chandigarh,4-Wheelers,11,1941,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Chhattisgarh,4-Wheelers,20,3922,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Delhi,4-Wheelers,298,12608,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Goa,4-Wheelers,62,1160,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Gujarat,4-Wheelers,128,24012,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Haryana,4-Wheelers,28,16353,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Himachal Pradesh,4-Wheelers,5,3616,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Jammu and Kashmir,4-Wheelers,7,4679,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Jharkhand,4-Wheelers,4,4335,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Karnataka,4-Wheelers,202,17561,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Kerala,4-Wheelers,327,14575,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Madhya Pradesh,4-Wheelers,22,11274,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Maharashtra,4-Wheelers,905,31805,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Odisha,4-Wheelers,27,5023,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Punjab,4-Wheelers,5,9464,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Rajasthan,4-Wheelers,116,14811,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Tamil Nadu,4-Wheelers,135,16711,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Uttar Pradesh,4-Wheelers,22,28479,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,Uttarakhand,4-Wheelers,24,3820,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-02-01,West Bengal,4-Wheelers,45,7395,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Andaman & Nicobar Island,4-Wheelers,2,108,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Andhra Pradesh,4-Wheelers,55,7288,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Assam,4-Wheelers,2,7281,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Bihar,4-Wheelers,12,6694,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Chandigarh,4-Wheelers,14,2279,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Chhattisgarh,4-Wheelers,19,4200,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Delhi,4-Wheelers,220,13385,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Goa,4-Wheelers,91,1474,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Gujarat,4-Wheelers,249,26077,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Haryana,4-Wheelers,13,18621,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Himachal Pradesh,4-Wheelers,3,3371,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Jammu and Kashmir,4-Wheelers,4,4854,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Jharkhand,4-Wheelers,5,5062,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Karnataka,4-Wheelers,230,22167,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Kerala,4-Wheelers,331,16628,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Madhya Pradesh,4-Wheelers,35,11616,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Maharashtra,4-Wheelers,2060,39762,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Odisha,4-Wheelers,31,6098,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Puducherry,4-Wheelers,3,817,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Punjab,4-Wheelers,4,10836,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Rajasthan,4-Wheelers,89,13751,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Tamil Nadu,4-Wheelers,168,20604,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Uttar Pradesh,4-Wheelers,18,29324,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,Uttarakhand,4-Wheelers,20,4026,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-03-01,West Bengal,4-Wheelers,41,8539,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Andhra Pradesh,4-Wheelers,54,7195,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Assam,4-Wheelers,2,6354,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Bihar,4-Wheelers,8,5981,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Chandigarh,4-Wheelers,12,2167,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Chhattisgarh,4-Wheelers,20,4861,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Delhi,4-Wheelers,566,15811,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Goa,4-Wheelers,31,1390,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Gujarat,4-Wheelers,171,26534,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Haryana,4-Wheelers,11,16721,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Himachal Pradesh,4-Wheelers,4,3140,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Jammu and Kashmir,4-Wheelers,3,4468,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Jharkhand,4-Wheelers,9,4564,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Karnataka,4-Wheelers,311,24129,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Kerala,4-Wheelers,275,16142,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Madhya Pradesh,4-Wheelers,37,11896,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Maharashtra,4-Wheelers,354,32449,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Odisha,4-Wheelers,31,5448,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Puducherry,4-Wheelers,2,702,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Punjab,4-Wheelers,3,10147,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Rajasthan,4-Wheelers,87,15176,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Tamil Nadu,4-Wheelers,154,17499,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Uttar Pradesh,4-Wheelers,11,32173,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,Uttarakhand,4-Wheelers,49,4116,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-04-01,West Bengal,4-Wheelers,40,8560,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Andhra Pradesh,4-Wheelers,59,6927,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Assam,4-Wheelers,7,6761,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Bihar,4-Wheelers,12,6495,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Chandigarh,4-Wheelers,20,2248,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Chhattisgarh,4-Wheelers,24,4397,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Delhi,4-Wheelers,750,15194,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Goa,4-Wheelers,51,1360,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Gujarat,4-Wheelers,163,23174,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Haryana,4-Wheelers,31,18343,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Himachal Pradesh,4-Wheelers,3,3778,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Jammu and Kashmir,4-Wheelers,2,4775,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Jharkhand,4-Wheelers,3,4306,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Karnataka,4-Wheelers,241,20924,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Kerala,4-Wheelers,258,15706,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
2022-05-01,Madhya Pradesh,4-Wheelers,43,14017,https://raw.githubusercontent.com/gentallman/EV_Sales_India/main/Assets/4W_White.png
